"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","296-96","ES-CHC077","Eli4","Eli5","Eli6","F3201","JUNP353","R26"
"group_124","","Putative low molecular weight protein-tyrosine-phosphatase","8","8","1","1","5008","","","","449","449","449","NLLKMJFC_00002","HDAOFKCF_00002","HMFJPACF_00002","EPEFIPDD_00002","MPDNCGJB_00002","PEKAAFEB_03565","IEBEDNFC_00002","OGHJCHFL_00457"
"group_1242","","hypothetical protein","8","8","1","1","3190","","","","1130","1214","1191","NLLKMJFC_03582","HDAOFKCF_03638","HMFJPACF_03629","EPEFIPDD_03606","MPDNCGJB_03607","PEKAAFEB_03261","IEBEDNFC_03725","OGHJCHFL_00155"
"group_125","","hypothetical protein","8","8","1","1","5017","","","","548","707","681","NLLKMJFC_00008","HDAOFKCF_00009","HMFJPACF_00008","EPEFIPDD_00008","MPDNCGJB_00008","PEKAAFEB_03571","IEBEDNFC_00008","OGHJCHFL_00463"
"truB","","tRNA pseudouridine synthase B","8","8","1","1","5033","","","","707","746","726","NLLKMJFC_00023","HDAOFKCF_00024","HMFJPACF_00024","EPEFIPDD_00025","MPDNCGJB_00025","PEKAAFEB_03587","IEBEDNFC_00023","OGHJCHFL_00480"
"group_1278","","hypothetical protein","8","8","1","1","2922","","","","962","983","966","NLLKMJFC_00641","HDAOFKCF_00642","HMFJPACF_00528","EPEFIPDD_00529","MPDNCGJB_00532","PEKAAFEB_00181","IEBEDNFC_00525","OGHJCHFL_01085"
"group_129","","hypothetical protein","8","8","1","1","5039","","","","1235","1274","1259","NLLKMJFC_00031","HDAOFKCF_00032","HMFJPACF_00031","EPEFIPDD_00032","MPDNCGJB_00032","PEKAAFEB_03593","IEBEDNFC_00029","OGHJCHFL_00486"
"group_1291","","hypothetical protein","8","8","1","1","2175","","","","2654","2657","2654","NLLKMJFC_02262","HDAOFKCF_02264","HMFJPACF_02391","EPEFIPDD_02338","MPDNCGJB_02339","PEKAAFEB_01930","IEBEDNFC_02332","OGHJCHFL_02699"
"group_1292","","hypothetical protein","8","8","1","1","1530","","","","1379","1409","1391","NLLKMJFC_02718","HDAOFKCF_02720","HMFJPACF_02899","EPEFIPDD_02844","MPDNCGJB_02844","PEKAAFEB_02387","IEBEDNFC_02885","OGHJCHFL_03139"
"fpuD","","Petrobactin import ATP-binding protein FpuD","8","8","1","1","5047","","","","932","932","932","NLLKMJFC_00038","HDAOFKCF_00039","HMFJPACF_00038","EPEFIPDD_00039","MPDNCGJB_00039","PEKAAFEB_03600","IEBEDNFC_00034","OGHJCHFL_00493"
"paaE_1","","1,2-phenylacetyl-CoA epoxidase, subunit E","8","8","1","1","5050","","","","572","1112","1044","NLLKMJFC_00041","HDAOFKCF_00042","HMFJPACF_00041","EPEFIPDD_00042","MPDNCGJB_00042","PEKAAFEB_03603","IEBEDNFC_00037","OGHJCHFL_00496"
"rhtB","","Homoserine/homoserine lactone efflux protein","8","8","1","1","5114","","","","635","635","635","NLLKMJFC_00095","HDAOFKCF_00096","HMFJPACF_00095","EPEFIPDD_00096","MPDNCGJB_00097","PEKAAFEB_03656","IEBEDNFC_00092","OGHJCHFL_00551"
"group_134","","hypothetical protein","8","8","1","1","5158","","","","839","839","839","NLLKMJFC_00147","HDAOFKCF_00148","HMFJPACF_00133","EPEFIPDD_00134","MPDNCGJB_00135","PEKAAFEB_03702","IEBEDNFC_00130","OGHJCHFL_00595"
"group_135","","hypothetical protein","8","8","1","1","5178","","","","455","455","455","NLLKMJFC_00164","HDAOFKCF_00165","HMFJPACF_00146","EPEFIPDD_00147","MPDNCGJB_00148","PEKAAFEB_03715","IEBEDNFC_00146","OGHJCHFL_00613"
"rhaR_1","","HTH-type transcriptional activator RhaR","8","8","1","1","5182","","","","374","377","376","NLLKMJFC_00168","HDAOFKCF_00169","HMFJPACF_00150","EPEFIPDD_00151","MPDNCGJB_00152","PEKAAFEB_03719","IEBEDNFC_00150","OGHJCHFL_00617"
"serC","","Phosphoserine aminotransferase","8","8","1","1","5222","","","","659","1058","1008","NLLKMJFC_00206","HDAOFKCF_00207","HMFJPACF_00190","EPEFIPDD_00191","MPDNCGJB_00192","PEKAAFEB_03760","IEBEDNFC_00190","OGHJCHFL_00653"
"group_139","","hypothetical protein","8","8","1","1","5232","","","","542","542","542","NLLKMJFC_00216","HDAOFKCF_00217","HMFJPACF_00200","EPEFIPDD_00201","MPDNCGJB_00203","PEKAAFEB_03770","IEBEDNFC_00200","OGHJCHFL_00663"
"group_140","","hypothetical protein","8","8","1","1","5267","","","","1571","1571","1571","NLLKMJFC_00245","HDAOFKCF_00246","HMFJPACF_00231","EPEFIPDD_00232","MPDNCGJB_00234","PEKAAFEB_03800","IEBEDNFC_00230","OGHJCHFL_00694"
"group_141","","hypothetical protein","8","8","1","1","5272","","","","416","416","416","NLLKMJFC_00250","HDAOFKCF_00251","HMFJPACF_00236","EPEFIPDD_00237","MPDNCGJB_00239","PEKAAFEB_03805","IEBEDNFC_00235","OGHJCHFL_00699"
"group_142","","hypothetical protein","8","8","1","1","5275","","","","470","470","470","NLLKMJFC_00251","HDAOFKCF_00252","HMFJPACF_00237","EPEFIPDD_00238","MPDNCGJB_00240","PEKAAFEB_03806","IEBEDNFC_00236","OGHJCHFL_00703"
"group_143","","hypothetical protein","8","8","1","1","5292","","","","131","137","134","NLLKMJFC_00267","HDAOFKCF_00268","HMFJPACF_00254","EPEFIPDD_00255","MPDNCGJB_00257","PEKAAFEB_03823","IEBEDNFC_00252","OGHJCHFL_00719"
"UgpQ_1","","Glycerophosphodiester phosphodiesterase","8","8","1","1","5316","","","","743","743","743","NLLKMJFC_00293","HDAOFKCF_00294","HMFJPACF_00277","EPEFIPDD_00278","MPDNCGJB_00280","PEKAAFEB_03848","IEBEDNFC_00274","OGHJCHFL_00744"
"poxB","","Pyruvate dehydrogenase [ubiquinone]","8","8","1","1","5359","","","","1322","1727","1625","NLLKMJFC_00332","HDAOFKCF_00333","HMFJPACF_00317","EPEFIPDD_00317","MPDNCGJB_00319","PEKAAFEB_03887","IEBEDNFC_00313","OGHJCHFL_00784"
"group_148","","hypothetical protein","8","8","1","1","5371","","","","407","572","550","NLLKMJFC_00343","HDAOFKCF_00344","HMFJPACF_00322","EPEFIPDD_00322","MPDNCGJB_00324","PEKAAFEB_03892","IEBEDNFC_00323","OGHJCHFL_00794"
"group_149","","hypothetical protein","8","8","1","1","5384","","","","548","716","651","NLLKMJFC_00355","HDAOFKCF_00356","HMFJPACF_00334","EPEFIPDD_00334","MPDNCGJB_00336","PEKAAFEB_03904","IEBEDNFC_00335","OGHJCHFL_00808"
"dbpA","","ATP-dependent RNA helicase DbpA","8","8","1","1","5400","","","","530","1307","1209","NLLKMJFC_00371","HDAOFKCF_00372","HMFJPACF_00349","EPEFIPDD_00349","MPDNCGJB_00351","PEKAAFEB_00001","IEBEDNFC_00347","OGHJCHFL_00820"
"ypdB_1","","Transcriptional regulatory protein YpdB","8","8","1","1","5432","","","","362","740","692","NLLKMJFC_00400","HDAOFKCF_00401","HMFJPACF_00373","EPEFIPDD_00373","MPDNCGJB_00376","PEKAAFEB_00026","IEBEDNFC_00375","OGHJCHFL_00849"
"group_156","","hypothetical protein","8","8","1","1","5442","","","","836","1091","1027","NLLKMJFC_00410","HDAOFKCF_00411","HMFJPACF_00383","EPEFIPDD_00383","MPDNCGJB_00386","PEKAAFEB_00036","IEBEDNFC_00385","OGHJCHFL_00859"
"group_158","","hypothetical protein","8","8","1","1","5518","","","","434","434","434","NLLKMJFC_00485","HDAOFKCF_00486","HMFJPACF_00458","EPEFIPDD_00459","MPDNCGJB_00462","PEKAAFEB_00112","IEBEDNFC_00459","OGHJCHFL_00934"
"ypdB_2","","Transcriptional regulatory protein YpdB","8","8","1","1","5532","","","","200","722","461","NLLKMJFC_00497","HDAOFKCF_00498","HMFJPACF_00470","EPEFIPDD_00471","MPDNCGJB_00474","PEKAAFEB_00124","IEBEDNFC_00471","OGHJCHFL_00944"
"group_161","","TonB-dependent receptor P26","8","8","1","1","5534","","","","170","2954","1910","NLLKMJFC_00498","HDAOFKCF_00499","HMFJPACF_00471","EPEFIPDD_00472","MPDNCGJB_00475","PEKAAFEB_00125","IEBEDNFC_00472","OGHJCHFL_00945"
"group_168","","hypothetical protein","8","8","1","1","2900","","","","593","593","593","NLLKMJFC_00661","HDAOFKCF_00662","HMFJPACF_00549","EPEFIPDD_00550","MPDNCGJB_00553","PEKAAFEB_00201","IEBEDNFC_00545","OGHJCHFL_01105"
"group_169","","hypothetical protein","8","8","1","1","2884","","","","977","977","977","NLLKMJFC_00677","HDAOFKCF_00678","HMFJPACF_00553","EPEFIPDD_00554","MPDNCGJB_00557","PEKAAFEB_00205","IEBEDNFC_00561","OGHJCHFL_01121"
"comM","","Competence protein ComM","8","8","1","1","2423","","","","800","1532","1355","NLLKMJFC_02049","HDAOFKCF_02051","HMFJPACF_02173","EPEFIPDD_02118","MPDNCGJB_02120","PEKAAFEB_01714","IEBEDNFC_02070","OGHJCHFL_02486"
"group_170","","Protein","8","8","1","1","2880","","","","569","569","569","NLLKMJFC_00681","HDAOFKCF_00682","HMFJPACF_00557","EPEFIPDD_00558","MPDNCGJB_00561","PEKAAFEB_00209","IEBEDNFC_00565","OGHJCHFL_01125"
"group_171","","hypothetical protein","8","8","1","1","2879","","","","710","710","710","NLLKMJFC_00682","HDAOFKCF_00683","HMFJPACF_00558","EPEFIPDD_00559","MPDNCGJB_00562","PEKAAFEB_00210","IEBEDNFC_00566","OGHJCHFL_01126"
"group_172","","hypothetical protein","8","8","1","1","2870","","","","1643","1643","1643","NLLKMJFC_00687","HDAOFKCF_00688","HMFJPACF_00565","EPEFIPDD_00566","MPDNCGJB_00569","PEKAAFEB_00213","IEBEDNFC_00571","OGHJCHFL_01129"
"group_175","","hypothetical protein","8","8","1","1","2847","","","","599","614","612","NLLKMJFC_00702","HDAOFKCF_00703","HMFJPACF_00583","EPEFIPDD_00584","MPDNCGJB_00587","PEKAAFEB_00232","IEBEDNFC_00586","OGHJCHFL_01145"
"group_176","","hypothetical protein","8","8","1","1","2843","","","","422","422","422","NLLKMJFC_00706","HDAOFKCF_00707","HMFJPACF_00587","EPEFIPDD_00588","MPDNCGJB_00591","PEKAAFEB_00236","IEBEDNFC_00590","OGHJCHFL_01149"
"group_177","","hypothetical protein","8","8","1","1","2838","","","","2228","2228","2228","NLLKMJFC_00711","HDAOFKCF_00712","HMFJPACF_00592","EPEFIPDD_00593","MPDNCGJB_00596","PEKAAFEB_00241","IEBEDNFC_00595","OGHJCHFL_01154"
"yjaB","","Peptidyl-lysine N-acetyltransferase YjaB","8","8","1","1","2830","","","","443","443","443","NLLKMJFC_00718","HDAOFKCF_00719","HMFJPACF_00602","EPEFIPDD_00603","MPDNCGJB_00606","PEKAAFEB_00251","IEBEDNFC_00603","OGHJCHFL_01162"
"cdd_1","","Cytidine deaminase","8","8","1","1","2824","","","","389","389","389","NLLKMJFC_00724","HDAOFKCF_00725","HMFJPACF_00608","EPEFIPDD_00609","MPDNCGJB_00612","PEKAAFEB_00257","IEBEDNFC_00609","OGHJCHFL_01165"
"group_180","","hypothetical protein","8","8","1","1","2820","","","","593","605","594","NLLKMJFC_00728","HDAOFKCF_00729","HMFJPACF_00612","EPEFIPDD_00613","MPDNCGJB_00616","PEKAAFEB_00261","IEBEDNFC_00611","OGHJCHFL_01168"
"group_181","","hypothetical protein","8","8","1","1","2800","","","","206","206","206","NLLKMJFC_00744","HDAOFKCF_00745","HMFJPACF_00631","EPEFIPDD_00632","MPDNCGJB_00635","PEKAAFEB_00278","IEBEDNFC_00627","OGHJCHFL_01184"
"lysC_1","","Lysine-sensitive aspartokinase 3","8","8","1","1","916","","","","1319","1319","1319","NLLKMJFC_00792","HDAOFKCF_00793","HMFJPACF_00786","EPEFIPDD_00788","MPDNCGJB_00792","PEKAAFEB_00404","IEBEDNFC_00717","OGHJCHFL_01268"
"group_183","","hypothetical protein","8","8","1","1","917","","","","353","353","353","NLLKMJFC_00793","HDAOFKCF_00794","HMFJPACF_00787","EPEFIPDD_00789","MPDNCGJB_00793","PEKAAFEB_00405","IEBEDNFC_00718","OGHJCHFL_01269"
"group_187","","hypothetical protein","8","8","1","1","938","","","","464","464","464","NLLKMJFC_00801","HDAOFKCF_00803","HMFJPACF_00801","EPEFIPDD_00803","MPDNCGJB_00807","PEKAAFEB_00400","IEBEDNFC_00727","OGHJCHFL_01278"
"btuB_3","","Vitamin B12 transporter BtuB","8","8","1","1","948","","","","2441","2441","2441","NLLKMJFC_00807","HDAOFKCF_00809","HMFJPACF_00807","EPEFIPDD_00809","MPDNCGJB_00813","PEKAAFEB_00411","IEBEDNFC_00733","OGHJCHFL_01284"
"group_189","","N-acetylgalactosamine-6-O-sulfatase","8","8","1","1","971","","","","1364","1364","1364","NLLKMJFC_00837","HDAOFKCF_00839","HMFJPACF_00831","EPEFIPDD_00833","MPDNCGJB_00837","PEKAAFEB_00434","IEBEDNFC_00755","OGHJCHFL_01306"
"group_19","","hypothetical protein","8","8","1","1","2406","","","","371","377","373","NLLKMJFC_02066","HDAOFKCF_02068","HMFJPACF_02189","EPEFIPDD_02134","MPDNCGJB_02136","PEKAAFEB_01731","IEBEDNFC_02087","OGHJCHFL_02503"
"hmuT","","Hemin-binding periplasmic protein HmuT","8","8","1","1","979","","","","878","878","878","NLLKMJFC_00845","HDAOFKCF_00847","HMFJPACF_00839","EPEFIPDD_00841","MPDNCGJB_00845","PEKAAFEB_00442","IEBEDNFC_00764","OGHJCHFL_01314"
"group_192","","hypothetical protein","8","8","1","1","1010","","","","1052","1106","1080","NLLKMJFC_00869","HDAOFKCF_00871","HMFJPACF_00862","EPEFIPDD_00878","MPDNCGJB_00882","PEKAAFEB_00465","IEBEDNFC_00787","OGHJCHFL_01342"
"group_195","","Ribonuclease","8","8","1","1","1019","","","","476","476","476","NLLKMJFC_00878","HDAOFKCF_00880","HMFJPACF_00868","EPEFIPDD_00884","MPDNCGJB_00888","PEKAAFEB_00474","IEBEDNFC_00796","OGHJCHFL_01350"
"group_196","","hypothetical protein","8","8","1","1","1021","","","","425","425","425","NLLKMJFC_00880","HDAOFKCF_00882","HMFJPACF_00870","EPEFIPDD_00886","MPDNCGJB_00890","PEKAAFEB_00476","IEBEDNFC_00798","OGHJCHFL_01352"
"group_197","","hypothetical protein","8","8","1","1","1023","","","","98","128","113","NLLKMJFC_00882","HDAOFKCF_00884","HMFJPACF_00872","EPEFIPDD_00888","MPDNCGJB_00892","PEKAAFEB_00478","IEBEDNFC_00800","OGHJCHFL_01354"
"group_198","","hypothetical protein","8","8","1","1","1030","","","","389","389","389","NLLKMJFC_00887","HDAOFKCF_00889","HMFJPACF_00877","EPEFIPDD_00893","MPDNCGJB_00897","PEKAAFEB_00483","IEBEDNFC_00806","OGHJCHFL_01359"
"ribD","","Riboflavin biosynthesis protein RibD","8","8","1","1","1046","","","","1049","1061","1050","NLLKMJFC_00898","HDAOFKCF_00900","HMFJPACF_00888","EPEFIPDD_00904","MPDNCGJB_00908","PEKAAFEB_00495","IEBEDNFC_00818","OGHJCHFL_01370"
"waaA","","3-deoxy-D-manno-octulosonic acid transferase","8","8","1","1","2228","","","","959","1238","1180","NLLKMJFC_02209","HDAOFKCF_02211","HMFJPACF_02336","EPEFIPDD_02283","MPDNCGJB_02284","PEKAAFEB_01875","IEBEDNFC_02280","OGHJCHFL_02646"
"epi","","Ethylmalonyl-CoA/methylmalonyl-CoA epimerase","8","8","1","1","1051","","","","404","458","444","NLLKMJFC_00903","HDAOFKCF_00905","HMFJPACF_00893","EPEFIPDD_00909","MPDNCGJB_00913","PEKAAFEB_00500","IEBEDNFC_00824","OGHJCHFL_01375"
"group_201","","hypothetical protein","8","8","1","1","677","","","","839","890","883","NLLKMJFC_00913","HDAOFKCF_00915","HMFJPACF_00914","EPEFIPDD_00930","MPDNCGJB_00934","PEKAAFEB_00633","IEBEDNFC_00834","OGHJCHFL_01385"
"pal_2","","Peptidoglycan-associated lipoprotein","8","8","1","1","675","","","","998","1007","1005","NLLKMJFC_00915","HDAOFKCF_00917","HMFJPACF_00916","EPEFIPDD_00932","MPDNCGJB_00936","PEKAAFEB_00635","IEBEDNFC_00836","OGHJCHFL_01387"
"group_203","","hypothetical protein","8","8","1","1","659","","","","458","482","470","NLLKMJFC_00928","HDAOFKCF_00930","HMFJPACF_00932","EPEFIPDD_00948","MPDNCGJB_00952","PEKAAFEB_00650","IEBEDNFC_00853","OGHJCHFL_01402"
"group_207","","hypothetical protein","8","8","1","1","629","","","","662","881","826","NLLKMJFC_00943","HDAOFKCF_00946","HMFJPACF_00950","EPEFIPDD_00967","MPDNCGJB_00971","PEKAAFEB_00663","IEBEDNFC_00877","OGHJCHFL_01415"
"menC","","o-succinylbenzoate synthase","8","8","1","1","612","","","","1004","1004","1004","NLLKMJFC_00960","HDAOFKCF_00963","HMFJPACF_01001","EPEFIPDD_01018","MPDNCGJB_01022","PEKAAFEB_00669","IEBEDNFC_00882","OGHJCHFL_01421"
"group_210","","Acetyltransferase","8","8","1","1","596","","","","530","530","530","NLLKMJFC_00973","HDAOFKCF_00976","HMFJPACF_01014","EPEFIPDD_01031","MPDNCGJB_01035","PEKAAFEB_00682","IEBEDNFC_00895","OGHJCHFL_01433"
"group_212","","hypothetical protein","8","8","1","1","589","","","","215","224","220","NLLKMJFC_00980","HDAOFKCF_00983","HMFJPACF_01020","EPEFIPDD_01037","MPDNCGJB_01041","PEKAAFEB_00688","IEBEDNFC_00902","OGHJCHFL_01440"
"mvaS","","Hydroxymethylglutaryl-CoA synthase","8","8","1","1","586","","","","1331","1331","1331","NLLKMJFC_00983","HDAOFKCF_00986","HMFJPACF_01023","EPEFIPDD_01040","MPDNCGJB_01044","PEKAAFEB_00691","IEBEDNFC_00905","OGHJCHFL_01443"
"group_214","","hypothetical protein","8","8","1","1","581","","","","1127","1130","1128","NLLKMJFC_00986","HDAOFKCF_00989","HMFJPACF_01031","EPEFIPDD_01048","MPDNCGJB_01052","PEKAAFEB_00699","IEBEDNFC_00908","OGHJCHFL_01446"
"group_215","","hypothetical protein","8","8","1","1","574","","","","467","467","467","NLLKMJFC_00990","HDAOFKCF_00993","HMFJPACF_01035","EPEFIPDD_01052","MPDNCGJB_01056","PEKAAFEB_00703","IEBEDNFC_00912","OGHJCHFL_01450"
"group_216","","hypothetical protein","8","8","1","1","555","","","","1874","1874","1874","NLLKMJFC_01007","HDAOFKCF_01010","HMFJPACF_01052","EPEFIPDD_01069","MPDNCGJB_01073","PEKAAFEB_00720","IEBEDNFC_00929","OGHJCHFL_01467"
"cslA_1","","Chondroitinase-AC","8","8","1","1","551","","","","2081","2081","2081","NLLKMJFC_01011","HDAOFKCF_01014","HMFJPACF_01054","EPEFIPDD_01071","MPDNCGJB_01075","PEKAAFEB_00722","IEBEDNFC_00933","OGHJCHFL_01471"
"mutS2_1","","Endonuclease MutS2","8","8","1","1","549","","","","1358","2195","1985","NLLKMJFC_01013","HDAOFKCF_01016","HMFJPACF_01057","EPEFIPDD_01074","MPDNCGJB_01077","PEKAAFEB_00724","IEBEDNFC_00935","OGHJCHFL_01473"
"tdh_3","","L-threonine 3-dehydrogenase","8","8","1","1","1940","","","","569","947","899","NLLKMJFC_02451","HDAOFKCF_02453","HMFJPACF_02595","EPEFIPDD_02541","MPDNCGJB_02542","PEKAAFEB_02129","IEBEDNFC_02524","OGHJCHFL_02887"
"group_220","","hypothetical protein","8","8","1","1","493","","","","1163","1163","1163","NLLKMJFC_01064","HDAOFKCF_01067","HMFJPACF_01108","EPEFIPDD_01125","MPDNCGJB_01128","PEKAAFEB_00775","IEBEDNFC_00987","OGHJCHFL_01527"
"uvrY_2","","Response regulator UvrY","8","8","1","1","6249","","","","257","641","593","NLLKMJFC_01076","HDAOFKCF_01079","HMFJPACF_01124","EPEFIPDD_01141","MPDNCGJB_01144","PEKAAFEB_00790","IEBEDNFC_01012","OGHJCHFL_01539"
"group_226","","Putative multidrug export ATP-binding/permease protein","8","8","1","1","6303","","","","1685","1805","1754","NLLKMJFC_01118","HDAOFKCF_01120","HMFJPACF_01164","EPEFIPDD_01181","MPDNCGJB_01185","PEKAAFEB_00830","IEBEDNFC_01055","OGHJCHFL_01579"
"tagD","","Glycerol-3-phosphate cytidylyltransferase","8","8","1","1","6345","","","","440","443","441","NLLKMJFC_01123","HDAOFKCF_01125","HMFJPACF_01169","EPEFIPDD_01186","MPDNCGJB_01190","PEKAAFEB_00835","IEBEDNFC_01060","OGHJCHFL_01584"
"recX","","Regulatory protein RecX","8","8","1","1","6387","","","","401","467","458","NLLKMJFC_01144","HDAOFKCF_01146","HMFJPACF_01192","EPEFIPDD_01209","MPDNCGJB_01213","PEKAAFEB_00864","IEBEDNFC_01081","OGHJCHFL_01601"
"group_230","","hypothetical protein","8","8","1","1","6475","","","","887","902","890","NLLKMJFC_01146","HDAOFKCF_01148","HMFJPACF_01194","EPEFIPDD_01211","MPDNCGJB_01215","PEKAAFEB_00866","IEBEDNFC_01083","OGHJCHFL_01603"
"group_231","","hypothetical protein","8","8","1","1","6479","","","","905","929","922","NLLKMJFC_01149","HDAOFKCF_01151","HMFJPACF_01197","EPEFIPDD_01214","MPDNCGJB_01218","PEKAAFEB_00869","IEBEDNFC_01086","OGHJCHFL_01608"
"ycnE","","Putative monooxygenase YcnE","8","8","1","1","6595","","","","287","287","287","NLLKMJFC_01225","HDAOFKCF_01227","HMFJPACF_01274","EPEFIPDD_01292","MPDNCGJB_01296","PEKAAFEB_00941","IEBEDNFC_01163","OGHJCHFL_01677"
"group_234","","hypothetical protein","8","8","1","1","6651","","","","482","482","482","NLLKMJFC_01275","HDAOFKCF_01277","HMFJPACF_01331","EPEFIPDD_01349","MPDNCGJB_01352","PEKAAFEB_00998","IEBEDNFC_01215","OGHJCHFL_01727"
"group_235","","hypothetical protein","8","8","1","1","6658","","","","290","290","290","NLLKMJFC_01281","HDAOFKCF_01283","HMFJPACF_01337","EPEFIPDD_01355","MPDNCGJB_01358","PEKAAFEB_01004","IEBEDNFC_01221","OGHJCHFL_01733"
"group_238","","hypothetical protein","8","8","1","1","6148","","","","827","827","827","NLLKMJFC_01345","HDAOFKCF_01347","HMFJPACF_01402","EPEFIPDD_01420","MPDNCGJB_01423","PEKAAFEB_01062","IEBEDNFC_01297","OGHJCHFL_01797"
"group_239","","hypothetical protein","8","8","1","1","6147","","","","1085","1085","1085","NLLKMJFC_01346","HDAOFKCF_01348","HMFJPACF_01403","EPEFIPDD_01421","MPDNCGJB_01424","PEKAAFEB_01063","IEBEDNFC_01298","OGHJCHFL_01798"
"group_240","","hypothetical protein","8","8","1","1","6145","","","","566","566","566","NLLKMJFC_01348","HDAOFKCF_01350","HMFJPACF_01406","EPEFIPDD_01424","MPDNCGJB_01427","PEKAAFEB_01065","IEBEDNFC_01358","OGHJCHFL_01801"
"group_241","","hypothetical protein","8","8","1","1","6139","","","","764","785","782","NLLKMJFC_01377","HDAOFKCF_01379","HMFJPACF_01486","EPEFIPDD_01429","MPDNCGJB_01432","PEKAAFEB_01074","IEBEDNFC_01363","OGHJCHFL_01825"
"group_245","","hypothetical protein","8","8","1","1","6117","","","","92","164","144","NLLKMJFC_01397","HDAOFKCF_01399","HMFJPACF_01503","EPEFIPDD_01446","MPDNCGJB_01449","PEKAAFEB_01090","IEBEDNFC_01383","OGHJCHFL_01842"
"group_246","","hypothetical protein","8","8","1","1","6077","","","","1688","1688","1688","NLLKMJFC_01436","HDAOFKCF_01438","HMFJPACF_01537","EPEFIPDD_01480","MPDNCGJB_01483","PEKAAFEB_01130","IEBEDNFC_01421","OGHJCHFL_01881"
"rcsB","","Transcriptional regulatory protein RcsB","8","8","1","1","6076","","","","665","665","665","NLLKMJFC_01437","HDAOFKCF_01439","HMFJPACF_01538","EPEFIPDD_01481","MPDNCGJB_01484","PEKAAFEB_01131","IEBEDNFC_01422","OGHJCHFL_01882"
"group_248","","hypothetical protein","8","8","1","1","6067","","","","647","1193","1124","NLLKMJFC_01445","HDAOFKCF_01447","HMFJPACF_01547","EPEFIPDD_01490","MPDNCGJB_01493","PEKAAFEB_01140","IEBEDNFC_01431","OGHJCHFL_01890"
"group_249","","L-fucose mutarotase","8","8","1","1","6064","","","","329","329","329","NLLKMJFC_01448","HDAOFKCF_01450","HMFJPACF_01550","EPEFIPDD_01493","MPDNCGJB_01496","PEKAAFEB_01143","IEBEDNFC_01434","OGHJCHFL_01893"
"mutS_1","","DNA mismatch repair protein MutS","8","8","1","1","6038","","","","1772","1772","1772","NLLKMJFC_01472","HDAOFKCF_01474","HMFJPACF_01575","EPEFIPDD_01518","MPDNCGJB_01521","PEKAAFEB_01168","IEBEDNFC_01456","OGHJCHFL_01916"
"group_251","","hypothetical protein","8","8","1","1","6035","","","","1166","1166","1166","NLLKMJFC_01475","HDAOFKCF_01477","HMFJPACF_01578","EPEFIPDD_01521","MPDNCGJB_01524","PEKAAFEB_01171","IEBEDNFC_01459","OGHJCHFL_01919"
"group_252","","hypothetical protein","8","8","1","1","6030","","","","296","305","297","NLLKMJFC_01480","HDAOFKCF_01482","HMFJPACF_01583","EPEFIPDD_01526","MPDNCGJB_01529","PEKAAFEB_01176","IEBEDNFC_01464","OGHJCHFL_01924"
